"REF_DATE","GEO","DGUID","Commodity","Destinations","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-05","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","8312","","","","0"
"2017-06","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","15186","","","","0"
"2017-07","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","14454","","","","0"
"2017-08","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","15607","","","","0"
"2017-09","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","19767","","","","0"
"2017-10","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","19996","","","","0"
"2017-11","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","7227","","","","0"
"2017-12","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","8394","","","","0"
"2018-01","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","14230","","","","0"
"2018-02","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","12103","","","","0"
"2018-03","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","12991","","","","0"
"2018-04","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","20177","","","","0"
"2018-05","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","23480","","","","0"
"2018-06","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","18457","","","","0"
"2018-07","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","19621","","","","0"
"2018-08","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","41807","","","","0"
"2018-09","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","28097","","","","0"
"2018-10","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","17065","","","","0"
"2018-11","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","10302","","","","0"
"2018-12","Canada","2016A000011124","Rye","Total exports, all destinations","Tonnes","288","units ","0","v125030","1.5.1","7399","","","","0"
"2016-01","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","80097","","","","0"
"2016-02","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","32041","","","","0"
"2016-03","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","74963","","","","0"
"2016-04","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","50517","","","","0"
"2016-05","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","41937","","","","0"
"2016-06","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","50818","","","","0"
"2016-07","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","67703","","","","0"
"2016-08","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","65502","","","","0"
"2016-09","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","52854","","","","0"
"2016-10","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","12869","","","","0"
"2016-11","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","35363","","","","0"
"2016-12","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","55048","","","","0"
"2017-01","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","62622","","","","0"
"2017-02","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","52651","","","","0"
"2017-03","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","45250","","","","0"
"2017-04","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","29500","","","","0"
"2017-05","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","28226","","","","0"
"2017-06","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","32591","","","","0"
"2017-07","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","27536","","","","0"
"2017-08","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","38554","","","","0"
"2017-09","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","22659","","","","0"
"2017-10","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","45407","","","","0"
"2017-11","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","31242","","","","0"
"2017-12","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","52155","","","","0"
"2018-01","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","85914","","","","0"
"2018-02","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","26957","","","","0"
"2018-03","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","20067","","","","0"
"2018-04","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","32456","","","","0"
"2018-05","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","68376","","","","0"
"2018-06","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","29999","","","","0"
"2018-07","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","61281","","","","0"
"2018-08","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","58768","","","","0"
"2018-09","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","10967","","","","0"
"2018-10","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","14069","","","","0"
"2018-11","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","69970","","","","0"
"2018-12","Canada","2016A000011124","Flaxseed","Total exports, all destinations","Tonnes","288","units ","0","v125069","1.6.1","32818","","","","0"
"2016-01","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","770329","","","","0"
"2016-02","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","931493","","","","0"
"2016-03","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","1037937","","","","0"
"2016-04","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","914127","","","","0"
"2016-05","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","957908","","","","0"
"2016-06","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","760314","","","","0"
"2016-07","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","849781","","","","0"
"2016-08","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","567226","","","","0"
"2016-09","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","693997","","","","0"
"2016-10","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","909620","","","","0"
"2016-11","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","994617","","","","0"
"2016-12","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","1129894","","","","0"
"2017-01","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","1239126","","","","0"
"2017-02","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","888478","","","","0"
"2017-03","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","969838","","","","0"
"2017-04","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","1040935","","","","0"
"2017-05","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","1032348","","","","0"
"2017-06","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","767570","","","","0"
"2017-07","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","782796","","","","0"
"2017-08","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","688893","","","","0"
"2017-09","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","861787","","","","0"
"2017-10","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","1296840","","","","0"
"2017-11","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","824699","","","","0"
"2017-12","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","1176100","","","","0"
"2018-01","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","1140872","","","","0"
"2018-02","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","558793","","","","0"
"2018-03","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","842615","","","","0"
"2018-04","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","926131","","","","0"
"2018-05","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","818042","","","","0"
"2018-06","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","1024718","","","","0"
"2018-07","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","623547","","","","0"
"2018-08","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","506704","","","","0"
"2018-09","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","557733","","","","0"
"2018-10","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","1432136","","","","0"
"2018-11","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","831913","","","","0"
"2018-12","Canada","2016A000011124","Canola (rapeseed)","Total exports, all destinations","Tonnes","288","units ","0","v125138","1.7.1","943038","","","","0"
"2016-01","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","19492","","","","0"
"2016-02","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","25937","","","","0"
"2016-03","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","22022","","","","0"
"2016-04","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","30536","","","","0"
"2016-05","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","20956","","","","0"
"2016-06","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","24287","","","","0"
"2016-07","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","19772","","","","0"
"2016-08","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","22488","","","","0"
"2016-09","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","21996","","","","0"
"2016-10","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","29921","","","","0"
"2016-11","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","30336","","","","0"
"2016-12","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","25239","","","","0"
"2017-01","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","21311","","","","0"
"2017-02","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","31181","","","","0"
"2017-03","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","28957","","","","0"
"2017-04","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","31420","","","","0"
"2017-05","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","32205","","","","0"
"2017-06","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","33434","","","","0"
"2017-07","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","31584","","","","0"
"2017-08","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","24618","","","","0"
"2017-09","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","30447","","","","0"
"2017-10","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","30498","","","","0"
"2017-11","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","24791","","","","0"
"2017-12","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","39724","","","","0"
"2018-01","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","29941","","","","0"
"2018-02","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","20331","","","","0"
"2018-03","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","35386","","","","0"
"2018-04","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","42184","","","","0"
"2018-05","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","33939","","","","0"
"2018-06","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","35107","","","","0"
"2018-07","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","31635","","","","0"
"2018-08","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","22701","","","","0"
"2018-09","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","20519","","","","0"
"2018-10","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","24023","","","","0"
"2018-11","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","21200","","","","0"
"2018-12","Canada","2016A000011124","Wheat flour","Total exports, all destinations","Tonnes","288","units ","0","v381653","1.8.1","17805","","","","0"
"2016-01","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","43352","","","","0"
"2016-02","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","56353","","","","0"
"2016-03","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","55718","","","","0"
"2016-04","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","53724","","","","0"
"2016-05","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","57280","","","","0"
"2016-06","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","60620","","","","0"
"2016-07","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","48613","","","","0"
"2016-08","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","52935","","","","0"
"2016-09","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","44119","","","","0"
"2016-10","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","49417","","","","0"
"2016-11","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","47754","","","","0"
"2016-12","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","45051","","","","0"
"2017-01","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","51871","","","","0"
"2017-02","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","54545","","","","0"
"2017-03","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","55085","","","","0"
"2017-04","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","56364","","","","0"
"2017-05","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","59852","","","","0"
"2017-06","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","52769","","","","0"
"2017-07","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","62103","","","","0"
"2017-08","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","55390","","","","0"
"2017-09","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","53698","","","","0"
"2017-10","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","50048","","","","0"
"2017-11","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","48398","","","","0"
"2017-12","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","39192","","","","0"
"2018-01","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","46882","","","","0"
"2018-02","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","46673","","","","0"
"2018-03","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","54960","","","","0"
"2018-04","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","47358","","","","0"
"2018-05","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","50716","","","","0"
"2018-06","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","52513","","","","0"
"2018-07","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","53212","","","","0"
"2018-08","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","44007","","","","0"
"2018-09","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","42559","","","","0"
"2018-10","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","44398","","","","0"
"2018-11","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","45305","","","","0"
"2018-12","Canada","2016A000011124","Malt","Total exports, all destinations","Tonnes","288","units ","0","v380839","1.9.1","42553","","","","0"


